call_id,caller,callee,start_time,duration_sec,cell_id
CALL-0291,+91 9916690353,+91 9675770529,2025-07-27 15:00:00,539,TWR-NEW-01
CALL-0292,+91 9200604502,+91 9100614068,2025-07-27 18:00:00,297,TWR-NEW-01
CALL-0293,+91 9918739736,+91 9709004943,2025-07-14 13:00:00,749,TWR-NEW-01
CALL-0294,+91 9530747414,+91 9249926919,2025-07-04 13:00:00,442,TWR-NEW-01
CALL-0295,+91 9673528321,+91 9964411347,2025-07-12 11:00:00,350,TWR-NEW-01
CALL-0296,+91 9782560971,+91 9209747451,2025-07-28 15:00:00,615,TWR-NEW-01
CALL-0297,+91 9916690353,+91 9753876785,2025-07-01 09:00:00,665,TWR-NEW-01
CALL-0298,+91 9507943839,+91 9249827706,2025-07-14 13:00:00,653,TWR-NEW-01
CALL-0299,+91 9930075810,+91 9220117054,2025-07-20 14:00:00,45,TWR-NEW-01
CALL-0300,+91 9217734861,+91 9219778234,2025-07-31 09:00:00,714,TWR-NEW-01
CALL-0301,+91 9328306011,+91 9966647391,2025-07-09 15:00:00,607,TWR-NEW-01
CALL-0302,+91 9209747451,+91 9673528321,2025-07-14 18:00:00,529,TWR-NEW-01
CALL-0303,+91 9513140753,+91 9964411347,2025-07-24 12:00:00,556,TWR-NEW-01
CALL-0304,+91 9830448745,+91 9217734861,2025-07-23 11:00:00,222,TWR-NEW-01
CALL-0305,+91 9916690353,+91 9692749116,2025-08-01 16:00:00,253,TWR-NEW-01
CALL-0306,+91 9925276600,+91 9149203558,2025-08-07 10:00:00,267,TWR-NEW-01
CALL-0307,+91 9126855092,+91 9786066793,2025-07-18 10:00:00,579,TWR-NEW-01
CALL-0308,+91 9740389325,+91 9668132202,2025-07-28 11:00:00,288,TWR-NEW-01
CALL-0309,+91 9875340444,+91 9249926919,2025-07-15 11:00:00,142,TWR-NEW-01
CALL-0310,+91 9883543540,+91 9253407200,2025-07-14 21:00:00,161,TWR-NEW-01
CALL-0311,+91 9328306011,+91 9253407200,2025-07-29 13:00:00,326,TWR-NEW-01
CALL-0312,+91 9275452091,+91 9171069472,2025-07-29 17:00:00,203,TWR-NEW-01
CALL-0313,+91 9249827706,+91 9507437181,2025-07-10 09:00:00,755,TWR-NEW-01
CALL-0314,+91 9275452091,+91 9853573823,2025-07-01 16:00:00,390,TWR-NEW-01
CALL-0315,+91 9193349856,+91 9918739736,2025-07-11 09:00:00,293,TWR-NEW-01
CALL-0316,+91 9969119330,+91 9709004943,2025-08-01 09:00:00,194,TWR-NEW-01
CALL-0317,+91 9507437181,+91 9868820204,2025-07-17 19:00:00,637,TWR-NEW-01
CALL-0318,+91 9969119330,+91 9830448745,2025-08-03 10:00:00,500,TWR-NEW-01
CALL-0319,+91 9675770529,+91 9786066793,2025-08-03 12:00:00,575,TWR-NEW-01
CALL-0320,+91 9835098955,+91 9185675980,2025-08-10 10:00:00,139,TWR-NEW-01
CALL-0321,+91 9922308461,+91 9248532577,2025-07-15 15:00:00,535,TWR-NEW-01
CALL-0322,+91 9398471886,+91 9200604502,2025-07-27 10:00:00,632,TWR-NEW-01
CALL-0323,+91 9100614068,+91 9990566476,2025-08-05 18:00:00,425,TWR-NEW-01
CALL-0324,+91 9692749116,+91 9694021782,2025-07-16 15:00:00,578,TWR-NEW-01
CALL-0325,+91 9754049436,+91 9220117054,2025-07-28 15:00:00,265,TWR-NEW-01
CALL-0326,+91 9200604502,+91 9209747451,2025-07-29 13:00:00,289,TWR-NEW-01
CALL-0327,+91 9507943839,+91 9914763202,2025-07-17 21:00:00,728,TWR-NEW-01
CALL-0328,+91 9253407200,+91 9134126396,2025-07-06 12:00:00,536,TWR-NEW-01
CALL-0329,+91 9349817734,+91 9826600539,2025-07-27 16:00:00,187,TWR-NEW-01
CALL-0330,+91 9950488739,+91 9739830322,2025-08-02 21:00:00,859,TWR-NEW-01
CALL-0331,+91 9692749116,+91 9726563708,2025-08-04 12:00:00,101,TWR-NEW-01
CALL-0332,+91 9481469012,+91 9787194506,2025-07-12 16:00:00,875,TWR-NEW-01
CALL-0333,+91 9126855092,+91 9740389325,2025-07-19 19:00:00,146,TWR-NEW-01
CALL-0334,+91 9830448745,+91 9740389325,2025-07-20 09:00:00,167,TWR-NEW-01
CALL-0335,+91 9208449460,+91 9990566476,2025-08-02 21:00:00,67,TWR-NEW-01
CALL-0336,+91 9875340444,+91 9819595113,2025-07-01 11:00:00,306,TWR-NEW-01
CALL-0337,+91 9868820204,+91 9976198296,2025-07-08 10:00:00,122,TWR-NEW-01
CALL-0338,+91 9916690353,+91 9219778234,2025-07-11 21:00:00,134,TWR-NEW-01
CALL-0339,+91 9964411347,+91 9274648506,2025-07-03 14:00:00,50,TWR-NEW-01
CALL-0340,+91 9637500247,+91 9488690725,2025-07-15 13:00:00,561,TWR-NEW-01
CALL-0341,+91 9930075810,+91 9782560971,2025-07-30 16:00:00,851,TWR-NEW-01
CALL-0342,+91 9976198296,+91 9134126396,2025-07-17 18:00:00,42,TWR-NEW-01
CALL-0343,+91 9524806516,+91 9382116655,2025-08-10 12:00:00,359,TWR-NEW-01
CALL-0344,+91 9748245888,+91 9830448745,2025-07-15 10:00:00,525,TWR-NEW-01
CALL-0345,+91 9922308461,+91 9193349856,2025-07-11 17:00:00,46,TWR-NEW-01
CALL-0346,+91 9922308461,+91 9726563708,2025-07-15 19:00:00,680,TWR-NEW-01
CALL-0347,+91 9786579303,+91 9964411347,2025-07-27 10:00:00,353,TWR-NEW-01
CALL-0348,+91 9629908599,+91 9930075810,2025-07-13 14:00:00,365,TWR-NEW-01
CALL-0349,+91 9992994062,+91 9237859287,2025-07-27 11:00:00,92,TWR-NEW-01
CALL-0350,+91 9782560971,+91 9481469012,2025-07-19 12:00:00,176,TWR-NEW-01
CALL-0351,+91 9740389325,+91 9185675980,2025-07-15 09:00:00,465,TWR-NEW-01
CALL-0352,+91 9773715057,+91 9637500247,2025-07-02 11:00:00,322,TWR-NEW-01
CALL-0353,+91 9782560971,+91 9868820204,2025-07-31 11:00:00,178,TWR-NEW-01
CALL-0354,+91 9919795579,+91 9185675980,2025-07-27 12:00:00,328,TWR-NEW-01
CALL-0355,+91 9786579303,+91 9507943839,2025-07-07 12:00:00,227,TWR-NEW-01
CALL-0356,+91 9382116655,+91 9668132202,2025-07-16 12:00:00,778,TWR-NEW-01
CALL-0357,+91 9782560971,+91 9914763202,2025-07-07 14:00:00,359,TWR-NEW-01
CALL-0358,+91 9382116655,+91 9488690725,2025-07-26 18:00:00,210,TWR-NEW-01
CALL-0359,+91 9719927151,+91 9249926919,2025-07-12 21:00:00,452,TWR-NEW-01
CALL-0360,+91 9349817734,+91 9171069472,2025-07-01 09:00:00,277,TWR-NEW-01
CALL-0361,+91 9209747451,+91 9746412689,2025-07-24 15:00:00,277,TWR-NEW-01
CALL-0362,+91 9694021782,+91 9362950628,2025-08-01 19:00:00,67,TWR-NEW-01
CALL-0363,+91 9694021782,+91 9507943839,2025-07-05 18:00:00,594,TWR-NEW-01
CALL-0364,+91 9849621470,+91 9253407200,2025-08-03 21:00:00,642,TWR-NEW-01
CALL-0365,+91 9875340444,+91 9673528321,2025-08-09 16:00:00,821,TWR-NEW-01
CALL-0366,+91 9208449460,+91 9219778234,2025-07-19 16:00:00,47,TWR-NEW-01
CALL-0367,+91 9916690353,+91 9966647391,2025-07-05 19:00:00,26,TWR-NEW-01
CALL-0368,+91 9249827706,+91 9506448196,2025-07-23 09:00:00,830,TWR-NEW-01
CALL-0369,+91 9786066793,+91 9675770529,2025-07-15 14:00:00,445,TWR-NEW-01
CALL-0370,+91 9950488739,+91 9200604502,2025-07-23 21:00:00,91,TWR-NEW-01
CALL-0371,+91 9679153816,+91 9754049436,2025-07-24 11:00:00,132,TWR-NEW-01
CALL-0372,+91 9398471886,+91 9966647391,2025-07-27 20:00:00,880,TWR-NEW-01
CALL-0373,+91 9193349856,+91 9679153816,2025-07-15 11:00:00,510,TWR-NEW-01
CALL-0374,+91 9237859287,+91 9753876785,2025-07-25 14:00:00,754,TWR-NEW-01
CALL-0375,+91 9328306011,+91 9919795579,2025-07-20 19:00:00,524,TWR-NEW-01
CALL-0376,+91 9786066793,+91 9819595113,2025-07-24 21:00:00,181,TWR-NEW-01
CALL-0377,+91 9911514914,+91 9530747414,2025-07-24 19:00:00,502,TWR-NEW-01
CALL-0378,+91 9328306011,+91 9748245888,2025-07-17 20:00:00,539,TWR-NEW-01
CALL-0379,+91 9966647391,+91 9488690725,2025-08-05 17:00:00,423,TWR-NEW-01
CALL-0380,+91 9856528252,+91 9740389325,2025-07-22 13:00:00,637,TWR-NEW-01
CALL-0381,+91 9209747451,+91 9922308461,2025-07-28 20:00:00,528,TWR-NEW-01
CALL-0382,+91 9899925830,+91 9485451171,2025-08-02 20:00:00,180,TWR-NEW-01
CALL-0383,+91 9100614068,+91 9830448745,2025-07-23 10:00:00,724,TWR-NEW-01
CALL-0384,+91 9507943839,+91 9826600539,2025-07-15 12:00:00,347,TWR-NEW-01
CALL-0385,+91 9969119330,+91 9849621470,2025-07-02 11:00:00,882,TWR-NEW-01
CALL-0386,+91 9645119047,+91 9856528252,2025-08-10 12:00:00,805,TWR-NEW-01
CALL-0387,+91 9786579303,+91 9345938494,2025-07-04 12:00:00,786,TWR-NEW-01
CALL-0388,+91 9382116655,+91 9566825638,2025-08-03 09:00:00,50,TWR-NEW-01
CALL-0389,+91 9883543540,+91 9969119330,2025-08-06 10:00:00,134,TWR-NEW-01
CALL-0390,+91 9217734861,+91 9629908599,2025-08-03 09:00:00,69,TWR-NEW-01
CALL-0391,+91 9969119330,+91 9566825638,2025-07-29 10:00:00,373,TWR-NEW-01
CALL-0392,+91 9566825638,+91 9185675980,2025-07-02 19:00:00,318,TWR-NEW-01
CALL-0393,+91 9831980933,+91 9506448196,2025-07-22 11:00:00,850,TWR-NEW-01
CALL-0394,+91 9740389325,+91 9507943839,2025-08-10 21:00:00,329,TWR-NEW-01
CALL-0395,+91 9875340444,+91 9126855092,2025-08-04 11:00:00,257,TWR-NEW-01
CALL-0396,+91 9358633898,+91 9849621470,2025-08-05 20:00:00,264,TWR-NEW-01
CALL-0397,+91 9753876785,+91 9149203558,2025-07-25 09:00:00,737,TWR-NEW-01
CALL-0398,+91 9914763202,+91 9237859287,2025-07-26 09:00:00,843,TWR-NEW-01
CALL-0399,+91 9966647391,+91 9481469012,2025-07-10 20:00:00,315,TWR-NEW-01
CALL-0400,+91 9193349856,+91 9726563708,2025-08-09 13:00:00,33,TWR-NEW-01
CALL-0401,+91 9485451171,+91 9754049436,2025-07-21 20:00:00,343,TWR-NEW-01
CALL-0402,+91 9513140753,+91 9782560971,2025-07-07 16:00:00,285,TWR-NEW-01
CALL-0403,+91 9398471886,+91 9679153816,2025-07-03 14:00:00,276,TWR-NEW-01
CALL-0404,+91 9398471886,+91 9679153816,2025-08-03 13:00:00,266,TWR-NEW-01
CALL-0405,+91 9264109919,+91 9679153816,2025-08-07 14:00:00,364,TWR-NEW-01
CALL-0406,+91 9358633898,+91 9624636385,2025-07-18 21:00:00,880,TWR-NEW-01
CALL-0407,+91 9485451171,+91 9918739736,2025-07-03 14:00:00,235,TWR-NEW-01
CALL-0408,+91 9856528252,+91 9274648506,2025-07-29 19:00:00,367,TWR-NEW-01
CALL-0409,+91 9966647391,+91 9220117054,2025-07-02 11:00:00,448,TWR-NEW-01
CALL-0410,+91 9739830322,+91 9673528321,2025-07-30 13:00:00,320,TWR-NEW-01
CALL-0411,+91 9524806516,+91 9930075810,2025-07-12 16:00:00,620,TWR-NEW-01
CALL-0412,+91 9914763202,+91 9248532577,2025-07-23 17:00:00,22,TWR-NEW-01
CALL-0413,+91 9481469012,+91 9191969690,2025-07-21 17:00:00,29,TWR-NEW-01
CALL-0414,+91 9274648506,+91 9357109965,2025-08-10 20:00:00,25,TWR-NEW-01
CALL-0415,+91 9349817734,+91 9911514914,2025-07-06 10:00:00,293,TWR-NEW-01
CALL-0416,+91 9217734861,+91 9782560971,2025-07-10 15:00:00,469,TWR-NEW-01
CALL-0417,+91 9485451171,+91 9208449460,2025-07-21 19:00:00,762,TWR-NEW-01
CALL-0418,+91 9398471886,+91 9358633898,2025-07-30 11:00:00,883,TWR-NEW-01
CALL-0419,+91 9786066793,+91 9249926919,2025-07-22 18:00:00,41,TWR-NEW-01
CALL-0420,+91 9668132202,+91 9835098955,2025-07-13 18:00:00,506,TWR-NEW-01
CALL-0421,+91 9382116655,+91 9719927151,2025-07-02 09:00:00,62,TWR-NEW-01
CALL-0422,+91 9819595113,+91 9773715057,2025-07-29 20:00:00,195,TWR-NEW-01
CALL-0423,+91 9513140753,+91 9930075810,2025-07-01 13:00:00,329,TWR-NEW-01
CALL-0424,+91 9358633898,+91 9702632297,2025-08-04 16:00:00,450,TWR-NEW-01
CALL-0425,+91 9773715057,+91 9918739736,2025-07-05 18:00:00,622,TWR-NEW-01
CALL-0426,+91 9782560971,+91 9969119330,2025-07-28 19:00:00,551,TWR-NEW-01
CALL-0427,+91 9914763202,+91 9219778234,2025-08-10 16:00:00,60,TWR-NEW-01
CALL-0428,+91 9925276600,+91 9249926919,2025-07-26 17:00:00,657,TWR-NEW-01
CALL-0429,+91 9964411347,+91 9193349856,2025-07-23 21:00:00,319,TWR-NEW-01
CALL-0430,+91 9200604502,+91 9513140753,2025-07-31 18:00:00,420,TWR-NEW-01
CALL-0431,+91 9506448196,+91 9849621470,2025-07-01 09:00:00,427,TWR-NEW-01
CALL-0432,+91 9819595113,+91 9208449460,2025-08-02 10:00:00,131,TWR-NEW-01
CALL-0433,+91 9922308461,+91 9637500247,2025-07-01 17:00:00,877,TWR-NEW-01
CALL-0434,+91 9868820204,+91 9856528252,2025-08-08 11:00:00,222,TWR-NEW-01
CALL-0435,+91 9786066793,+91 9990566476,2025-07-21 09:00:00,348,TWR-NEW-01
CALL-0436,+91 9191969690,+91 9831980933,2025-08-06 19:00:00,709,TWR-NEW-01
CALL-0437,+91 9787194506,+91 9883543540,2025-08-06 13:00:00,358,TWR-NEW-01
CALL-0438,+91 9849621470,+91 9856528252,2025-07-30 12:00:00,402,TWR-NEW-01
CALL-0439,+91 9990566476,+91 9692749116,2025-07-31 20:00:00,254,TWR-NEW-01
CALL-0440,+91 9191969690,+91 9264109919,2025-07-16 09:00:00,180,TWR-NEW-01
CALL-0441,+91 9237859287,+91 9692749116,2025-07-10 18:00:00,632,TWR-NEW-01
CALL-0442,+91 9488690725,+91 9726563708,2025-07-17 18:00:00,695,TWR-NEW-01
CALL-0443,+91 9916690353,+91 9149203558,2025-07-02 09:00:00,704,TWR-NEW-01
CALL-0444,+91 9692749116,+91 9990566476,2025-07-13 15:00:00,660,TWR-NEW-01
CALL-0445,+91 9868820204,+91 9126855092,2025-08-10 20:00:00,710,TWR-NEW-01
CALL-0446,+91 9875340444,+91 9185675980,2025-07-09 09:00:00,715,TWR-NEW-01
CALL-0447,+91 9149203558,+91 9507437181,2025-07-29 15:00:00,563,TWR-NEW-01
CALL-0448,+91 9357109965,+91 9274648506,2025-07-09 18:00:00,502,TWR-NEW-01
CALL-0449,+91 9200604502,+91 9481469012,2025-07-22 17:00:00,264,TWR-NEW-01
CALL-0450,+91 9819595113,+91 9668132202,2025-07-27 14:00:00,694,TWR-NEW-01
CALL-0451,+91 9513140753,+91 9739830322,2025-08-03 11:00:00,644,TWR-NEW-01
CALL-0452,+91 9990566476,+91 9248532577,2025-07-24 11:00:00,198,TWR-NEW-01
CALL-0453,+91 9382116655,+91 9992994062,2025-07-11 14:00:00,341,TWR-NEW-01
CALL-0454,+91 9990566476,+91 9726563708,2025-07-07 12:00:00,129,TWR-NEW-01
CALL-0455,+91 9275452091,+91 9208449460,2025-08-10 13:00:00,691,TWR-NEW-01
CALL-0456,+91 9831980933,+91 9899925830,2025-07-21 10:00:00,716,TWR-NEW-01
CALL-0457,+91 9754049436,+91 9253407200,2025-07-27 19:00:00,279,TWR-NEW-01
CALL-0458,+91 9328306011,+91 9853573823,2025-07-12 20:00:00,381,TWR-NEW-01
CALL-0459,+91 9831980933,+91 9826600539,2025-08-07 09:00:00,775,TWR-NEW-01
CALL-0460,+91 9481469012,+91 9587182120,2025-07-26 19:00:00,146,TWR-NEW-01
CALL-0461,+91 9668132202,+91 9925276600,2025-07-09 20:00:00,664,TWR-NEW-01
CALL-0462,+91 9679153816,+91 9398471886,2025-07-21 18:00:00,187,TWR-NEW-01
CALL-0463,+91 9830448745,+91 9193349856,2025-08-02 10:00:00,463,TWR-NEW-01
CALL-0464,+91 9856528252,+91 9237859287,2025-07-02 11:00:00,183,TWR-NEW-01
CALL-0465,+91 9507437181,+91 9782560971,2025-07-12 16:00:00,715,TWR-NEW-01
CALL-0466,+91 9739830322,+91 9914763202,2025-08-06 11:00:00,881,TWR-NEW-01
CALL-0467,+91 9899925830,+91 9782560971,2025-07-16 20:00:00,674,TWR-NEW-01
CALL-0468,+91 9883543540,+91 9587182120,2025-08-10 14:00:00,712,TWR-NEW-01
CALL-0469,+91 9126855092,+91 9398471886,2025-07-22 14:00:00,799,TWR-NEW-01
CALL-0470,+91 9193349856,+91 9830448745,2025-07-31 10:00:00,822,TWR-NEW-01
CALL-0471,+91 9566825638,+91 9694021782,2025-07-28 21:00:00,690,TWR-NEW-01
CALL-0472,+91 9771410971,+91 9488690725,2025-07-25 16:00:00,516,TWR-NEW-01
CALL-0473,+91 9208449460,+91 9253407200,2025-07-25 17:00:00,845,TWR-NEW-01
CALL-0474,+91 9507943839,+91 9787194506,2025-07-03 09:00:00,534,TWR-NEW-01
CALL-0475,+91 9835098955,+91 9208449460,2025-07-13 13:00:00,92,TWR-NEW-01
CALL-0476,+91 9217734861,+91 9914763202,2025-07-27 13:00:00,91,TWR-NEW-01
CALL-0477,+91 9819595113,+91 9513140753,2025-07-29 13:00:00,690,TWR-NEW-01
CALL-0478,+91 9524806516,+91 9883543540,2025-07-13 13:00:00,163,TWR-NEW-01
CALL-0479,+91 9249926919,+91 9357109965,2025-07-08 10:00:00,252,TWR-NEW-01
CALL-0480,+91 9786066793,+91 9345938494,2025-08-02 11:00:00,535,TWR-NEW-01
CALL-0481,+91 9253407200,+91 9849621470,2025-08-01 12:00:00,540,TWR-NEW-01
CALL-0482,+91 9930075810,+91 9771410971,2025-08-05 19:00:00,239,TWR-NEW-01
CALL-0483,+91 9675770529,+91 9754049436,2025-07-19 09:00:00,170,TWR-NEW-01
CALL-0484,+91 9345938494,+91 9126855092,2025-07-26 11:00:00,544,TWR-NEW-01
CALL-0485,+91 9237859287,+91 9253407200,2025-07-11 10:00:00,633,TWR-NEW-01
CALL-0486,+91 9830448745,+91 9219778234,2025-07-17 09:00:00,556,TWR-NEW-01
CALL-0487,+91 9200604502,+91 9217734861,2025-07-20 14:00:00,408,TWR-NEW-01
CALL-0488,+91 9826600539,+91 9773715057,2025-07-03 12:00:00,450,TWR-NEW-01
CALL-0489,+91 9217734861,+91 9679153816,2025-07-27 12:00:00,641,TWR-NEW-01
CALL-0490,+91 9771410971,+91 9645119047,2025-07-25 19:00:00,501,TWR-NEW-01
CALL-0491,+91 9171069472,+91 9524806516,2025-07-21 09:00:00,372,TWR-NEW-01
CALL-0492,+91 9668132202,+91 9911514914,2025-07-11 14:00:00,844,TWR-NEW-01
CALL-0493,+91 9992994062,+91 9675770529,2025-07-23 17:00:00,514,TWR-NEW-01
CALL-0494,+91 9274648506,+91 9100614068,2025-07-16 18:00:00,396,TWR-NEW-01
CALL-0495,+91 9899925830,+91 9637500247,2025-07-01 11:00:00,738,TWR-NEW-01
CALL-0496,+91 9566825638,+91 9786579303,2025-08-01 21:00:00,98,TWR-NEW-01
CALL-0497,+91 9217734861,+91 9739830322,2025-08-09 09:00:00,877,TWR-NEW-01
CALL-0498,+91 9992994062,+91 9507943839,2025-07-21 09:00:00,467,TWR-NEW-01
CALL-0499,+91 9382116655,+91 9875340444,2025-07-17 09:00:00,533,TWR-NEW-01
CALL-0500,+91 9217734861,+91 9740389325,2025-07-04 09:00:00,817,TWR-NEW-01
CALL-0501,+91 9488690725,+91 9249827706,2025-07-30 16:00:00,57,TWR-NEW-01
CALL-0502,+91 9507943839,+91 9253407200,2025-07-30 15:00:00,322,TWR-NEW-01
CALL-0503,+91 9719927151,+91 9629908599,2025-07-22 10:00:00,618,TWR-NEW-01
CALL-0504,+91 9587182120,+91 9209747451,2025-07-08 12:00:00,193,TWR-NEW-01
CALL-0505,+91 9248532577,+91 9911514914,2025-07-01 10:00:00,437,TWR-NEW-01
CALL-0506,+91 9398471886,+91 9185675980,2025-07-27 14:00:00,599,TWR-NEW-01
CALL-0507,+91 9362950628,+91 9208449460,2025-07-26 14:00:00,328,TWR-NEW-01
CALL-0508,+91 9787194506,+91 9849621470,2025-07-31 16:00:00,720,TWR-NEW-01
CALL-0509,+91 9193349856,+91 9964411347,2025-07-17 15:00:00,378,TWR-NEW-01
CALL-0510,+91 9264109919,+91 9149203558,2025-07-14 16:00:00,343,TWR-NEW-01
CALL-0511,+91 9488690725,+91 9481469012,2025-07-11 17:00:00,523,TWR-NEW-01
CALL-0512,+91 9398471886,+91 9692749116,2025-07-14 19:00:00,143,TWR-NEW-01
CALL-0513,+91 9200604502,+91 9950488739,2025-07-05 12:00:00,517,TWR-NEW-01
CALL-0514,+91 9753876785,+91 9782560971,2025-07-30 09:00:00,753,TWR-NEW-01
CALL-0515,+91 9209747451,+91 9398471886,2025-08-10 13:00:00,508,TWR-NEW-01
CALL-0516,+91 9126855092,+91 9587182120,2025-07-06 21:00:00,391,TWR-NEW-01
CALL-0517,+91 9849621470,+91 9358633898,2025-07-24 18:00:00,526,TWR-NEW-01
CALL-0518,+91 9100614068,+91 9358633898,2025-07-26 21:00:00,723,TWR-NEW-01
CALL-0519,+91 9773715057,+91 9835098955,2025-07-27 19:00:00,210,TWR-NEW-01
CALL-0520,+91 9507437181,+91 9782560971,2025-07-26 17:00:00,429,TWR-NEW-01
CALL-0521,+91 9645119047,+91 9530747414,2025-07-16 09:00:00,675,TWR-NEW-01
CALL-0522,+91 9835098955,+91 9345938494,2025-07-27 15:00:00,65,TWR-NEW-01
CALL-0523,+91 9249827706,+91 9992994062,2025-08-09 14:00:00,734,TWR-NEW-01
CALL-0524,+91 9507943839,+91 9488690725,2025-07-07 20:00:00,61,TWR-NEW-01
CALL-0525,+91 9357109965,+91 9868820204,2025-07-25 14:00:00,900,TWR-NEW-01
CALL-0526,+91 9349817734,+91 9171069472,2025-08-06 18:00:00,155,TWR-NEW-01
CALL-0527,+91 9398471886,+91 9253407200,2025-07-31 12:00:00,649,TWR-NEW-01
CALL-0528,+91 9914763202,+91 9219778234,2025-07-08 21:00:00,697,TWR-NEW-01
CALL-0529,+91 9753876785,+91 9485451171,2025-07-05 09:00:00,633,TWR-NEW-01
CALL-0530,+91 9507437181,+91 9524806516,2025-07-12 19:00:00,739,TWR-NEW-01
CALL-0531,+91 9950488739,+91 9875340444,2025-08-08 12:00:00,281,TWR-NEW-01
CALL-0532,+91 9582334538,+91 9217734861,2025-07-25 13:00:00,647,TWR-NEW-01
CALL-0533,+91 9193349856,+91 9345938494,2025-08-05 13:00:00,159,TWR-NEW-01
CALL-0534,+91 9220117054,+91 9964411347,2025-07-22 15:00:00,746,TWR-NEW-01
CALL-0535,+91 9726563708,+91 9209747451,2025-07-22 16:00:00,42,TWR-NEW-01
CALL-0536,+91 9740389325,+91 9668132202,2025-07-18 15:00:00,242,TWR-NEW-01
CALL-0537,+91 9507943839,+91 9835098955,2025-07-07 12:00:00,726,TWR-NEW-01
CALL-0538,+91 9831980933,+91 9357109965,2025-08-06 11:00:00,406,TWR-NEW-01
CALL-0539,+91 9675770529,+91 9911514914,2025-07-13 13:00:00,554,TWR-NEW-01
CALL-0540,+91 9485451171,+91 9345938494,2025-08-04 19:00:00,669,TWR-NEW-01
CALL-0541,+91 9748245888,+91 9357109965,2025-07-21 17:00:00,837,TWR-NEW-01
CALL-0542,+91 9587182120,+91 9362950628,2025-07-20 09:00:00,302,TWR-NEW-01
CALL-0543,+91 9274648506,+91 9249827706,2025-07-17 13:00:00,774,TWR-NEW-01
CALL-0544,+91 9786579303,+91 9488690725,2025-07-01 17:00:00,584,TWR-NEW-01
CALL-0545,+91 9524806516,+91 9582334538,2025-07-15 19:00:00,793,TWR-NEW-01
CALL-0546,+91 9587182120,+91 9853573823,2025-07-18 17:00:00,396,TWR-NEW-01
CALL-0547,+91 9740389325,+91 9782560971,2025-07-30 20:00:00,25,TWR-NEW-01
CALL-0548,+91 9746412689,+91 9358633898,2025-07-14 15:00:00,92,TWR-NEW-01
CALL-0549,+91 9709004943,+91 9782560971,2025-07-06 13:00:00,870,TWR-NEW-01
CALL-0550,+91 9488690725,+91 9992994062,2025-08-05 11:00:00,490,TWR-NEW-01
CALL-0551,+91 9914763202,+91 9275452091,2025-07-25 13:00:00,889,TWR-NEW-01
CALL-0552,+91 9709004943,+91 9485451171,2025-07-28 10:00:00,245,TWR-NEW-01
CALL-0553,+91 9726563708,+91 9481469012,2025-07-23 09:00:00,377,TWR-NEW-01
CALL-0554,+91 9465341213,+91 9507437181,2025-07-26 16:00:00,141,TWR-NEW-01
CALL-0555,+91 9362950628,+91 9950488739,2025-07-24 11:00:00,359,TWR-NEW-01
CALL-0556,+91 9328306011,+91 9835098955,2025-07-23 10:00:00,448,TWR-NEW-01
CALL-0557,+91 9488690725,+91 9918739736,2025-07-07 20:00:00,764,TWR-NEW-01
CALL-0558,+91 9853573823,+91 9398471886,2025-08-01 13:00:00,465,TWR-NEW-01
CALL-0559,+91 9906248900,+91 9924970419,2025-08-10 17:00:00,847,TWR-NEW-01
CALL-0560,+91 9328306011,+91 9754049436,2025-07-06 13:00:00,22,TWR-NEW-01
CALL-0561,+91 9237859287,+91 9868820204,2025-07-09 10:00:00,123,TWR-NEW-01
CALL-0562,+91 9914763202,+91 9853573823,2025-08-06 14:00:00,715,TWR-NEW-01
CALL-0563,+91 9668132202,+91 9220117054,2025-08-07 20:00:00,541,TWR-NEW-01
CALL-0564,+91 9719927151,+91 9786066793,2025-07-24 18:00:00,839,TWR-NEW-01
CALL-0565,+91 9126855092,+91 9209747451,2025-07-01 18:00:00,205,TWR-NEW-01
CALL-0566,+91 9739830322,+91 9906248900,2025-08-02 13:00:00,657,TWR-NEW-01
CALL-0567,+91 9916690353,+91 9739830322,2025-07-16 20:00:00,465,TWR-NEW-01
CALL-0568,+91 9249926919,+91 9582334538,2025-07-26 09:00:00,619,TWR-NEW-01
CALL-0569,+91 9831980933,+91 9746412689,2025-07-24 17:00:00,442,TWR-NEW-01
CALL-0570,+91 9673528321,+91 9918739736,2025-07-16 17:00:00,182,TWR-NEW-01
CALL-0571,+91 9349817734,+91 9524806516,2025-07-17 11:00:00,885,TWR-NEW-01
CALL-0572,+91 9748245888,+91 9200604502,2025-07-03 09:00:00,733,TWR-NEW-01
CALL-0573,+91 9856528252,+91 9624636385,2025-08-02 12:00:00,310,TWR-NEW-01
CALL-0574,+91 9345938494,+91 9911514914,2025-07-30 13:00:00,750,TWR-NEW-01
CALL-0575,+91 9918739736,+91 9237859287,2025-08-02 17:00:00,216,TWR-NEW-01
CALL-0576,+91 9819595113,+91 9507437181,2025-07-16 20:00:00,412,TWR-NEW-01
CALL-0577,+91 9237859287,+91 9550455977,2025-07-13 12:00:00,456,TWR-NEW-01
CALL-0578,+91 9264109919,+91 9694021782,2025-07-04 17:00:00,331,TWR-NEW-01
CALL-0579,+91 9328306011,+91 9853573823,2025-07-05 21:00:00,295,TWR-NEW-01
CALL-0580,+91 9819595113,+91 9739830322,2025-07-10 20:00:00,728,TWR-NEW-01
CALL-0581,+91 9513140753,+91 9726563708,2025-07-03 09:00:00,718,TWR-NEW-01
